Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
11A14CRGN088	SRST2_20160428	NC_023910	NC_023910	78.699	243.794	105snp12indel11366holes		0.25	53416	0.5	885	01102	no
11A14CRGN088	SRST2_20160428	NC_011383	NC_011383	81.407	174.411	395snp17indel13127holes		0.687	70655	0.5	704	01488	no
11A14CRGN088	SRST2_20160428	NC_024974	NC_024974	85.39	265.03	297snp14indel6313holes		0.804	43265	0.5	987	01718	no
11A14CRGN088	SRST2_20160428	NC_022374	NC_022374	76.941	231.843	113snp12indel12526holes		0.27	54373	0.5	871	01222	no
11A14CRGN088	SRST2_20160428	NC_019101	NC_019101	100.0	256.7			0.0	2699	0.292	1738	00834	no
11A14CRGN088	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.658	241.925	120snp10indel5841holes		0.237	56557	0.499	856	00956	no
11A14CRGN088	SRST2_20160428	NC_021622	NC_021622	80.947	246.367	60snp6indel10700holes		0.132	56171	0.5	857	00957	no
11A14CRGN088	SRST2_20160428	NC_019084	NC_019084	76.866	253.689	9snp713holes		0.38	3082	0.5	1716	01819	no
11A14CRGN088	SRST2_20160428	NC_019087	NC_019087	80.76	223.072	328snp25indel8497holes		0.918	44216	0.5	970	01070	no
11A14CRGN088	SRST2_20160428	NZ_CP009867	NZ_CP009867	95.722	237.079	78snp8indel2304holes		0.151	54000	0.5	877	01216	no
11A14CRGN088	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.596	239.511	76snp9indel231holes		0.129	59138	0.499	838	00716	no
11A14CRGN088	SRST2_20160428	NC_019103	NC_019103	98.0	251.229	2snp55holes		0.074	2750	0.298	1732	00838	no
11A14CRGN088	SRST2_20160428	NC_012916	NC_012916	100.0	257.151			0.0	2699	0.298	1737	00841	no
11A14CRGN088	SRST2_20160428	NC_019279	NC_019279	97.853	250.159	58holes		0.0	2702	0.292	1736	00842	no
11A14CRGN088	SRST2_20160428	NC_019166	NC_019166	83.218	236.753	56snp7indel8516holes		0.133	50775	0.5	915	00813	no
11A14CRGN088	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	243.353	71snp6indel		0.141	50333	0.499	917	00815	no
11A14CRGN088	SRST2_20160428	NC_019124	NC_019124	85.984	212.383	287snp13indel5739holes	edge0.0	0.814	40995	0.5	1010	01178	no
11A14CRGN088	SRST2_20160428	NC_021664	NC_021664	87.489	184.237	415snp21indel6627holes		0.893	53081	0.5	893	01230	no
11A14CRGN088	SRST2_20160428	NC_019033	NC_019033	87.329	247.39	299snp17indel5361holes	edge0.0	0.808	42379	0.5	993	01584	no
11A14CRGN088	SRST2_20160428	NC_019098	NC_019098	83.928	245.264	297snp13indel6343holes	edge0.0	0.895	39510	0.496	1024	00864	no
11A14CRGN088	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.077	256.309	305snp42indel8780holes		0.918	42002	0.5	999	01586	no
11A14CRGN088	SRST2_20160428	NC_014478	NC_014478	98.168	66.152	33snp12indel139holes		0.41	8187	0.333	1331	01194	no
11A14CRGN088	SRST2_20160428	NC_021660	NC_021660	88.274	185.726	459snp22indel6388holes		0.952	54605	0.5	869	01086	no
11A14CRGN088	SRST2_20160428	NC_014208	NC_014208	84.287	253.639	63snp8indel8581holes		0.137	54641	0.5	868	01087	no
11A14CRGN088	SRST2_20160428	NC_025019	NC_025019	80.012	244.577	112snp6indel13097holes		0.214	65549	0.5	782	00726	no
11A14CRGN088	SRST2_20160428	NZ_CP009864	NZ_CP009864	94.652	227.751	94snp7indel3341holes		0.159	62589	0.5	809	00357	no
11A14CRGN088	SRST2_20160428	NC_022375	NC_022375	75.766	254.821	42snp4indel14393holes		0.093	59395	0.5	829	00584	no
11A14CRGN088	SRST2_20160428	NC_024967	NC_024967	91.187	213.529	288snp7indel6412holes	edge0.0	0.434	72800	0.5	686	00134	no
11A14CRGN088	SRST2_20160428	NZ_CP014524	NZ_CP014524	99.199	247.448	73snp9indel390holes		0.149	49467	0.5	925	00705	no
11A14CRGN090	SRST2_20160428	NZ_CP009862	NZ_CP009862	93.118	205.006	139snp9indel5510holes		0.186	80186	0.5	622	00645	no
11A14CRGN090	SRST2_20160428	NC_019151	NC_019151	99.959	141.655	2snp4indel		0.02	9803	0.115	1268	01147	no
11A14CRGN090	SRST2_20160428	NC_014368	NC_014368	78.833	216.391	558snp35indel16767holes		0.892	79307	0.5	627	00648	no
11A14CRGN090	SRST2_20160428	NC_023910	NC_023910	78.821	226.767	109snp11indel11302holes		0.259	53416	0.5	885	01102	no
11A14CRGN090	SRST2_20160428	NC_011383	NC_011383	82.55	158.644	397snp20indel12318holes		0.681	70655	0.5	704	01488	no
11A14CRGN090	SRST2_20160428	NC_024974	NC_024974	85.305	278.879	305snp11indel6353holes		0.826	43265	0.498	987	01718	no
11A14CRGN090	SRST2_20160428	NZ_CP009853	NZ_CP009853	94.409	219.812	183snp9indel3155holes		0.343	56557	0.5	856	00956	no
11A14CRGN090	SRST2_20160428	NC_021622	NC_021622	77.823	255.097	60snp7indel12454holes		0.137	56171	0.5	857	00957	no
11A14CRGN090	SRST2_20160428	NC_019087	NC_019087	82.237	206.776	344snp26indel7843holes		0.946	44216	0.5	970	01070	no
11A14CRGN090	SRST2_20160428	NZ_CP009867	NZ_CP009867	99.989	255.462	80snp8indel		0.148	54000	0.496	877	01216	no
11A14CRGN090	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.554	232.714	87snp6indel258holes		0.148	59138	0.496	838	00716	no
11A14CRGN090	SRST2_20160428	NC_022374	NC_022374	77.925	205.202	119snp11indel11992holes		0.281	54373	0.496	871	01222	no
11A14CRGN090	SRST2_20160428	NC_011385	NC_011385	91.609	187.763	139snp3indel6344holes		0.201	75617	0.5	653	01555	no
11A14CRGN090	SRST2_20160428	NC_019166	NC_019166	83.443	225.601	63snp8indel8401holes		0.149	50775	0.498	915	00813	no
11A14CRGN090	SRST2_20160428	NC_003292	NC_003292	77.549	203.601	335snp30indel11431holes		0.847	50969	0.499	914	00814	no
11A14CRGN090	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	231.875	76snp6indel		0.151	50333	0.496	917	00815	no
11A14CRGN090	SRST2_20160428	NC_019124	NC_019124	87.616	206.701	296snp13indel5071holes	edge0.0	0.824	40995	0.5	1010	01178	no
11A14CRGN090	SRST2_20160428	NZ_CP011586	NZ_CP011586	76.353	620.755	111snp9indel2453holes	edge0.0	1.396	10403	0.5	1258	01322	no
11A14CRGN090	SRST2_20160428	NC_019990	NC_019990	76.711	531.208	44snp7indel1355holes	edge0.0	0.98	5844	0.5	1468	01159	no
11A14CRGN090	SRST2_20160428	NC_021664	NC_021664	89.9	160.98	410snp22indel5347holes		0.859	53081	0.5	893	01230	no
11A14CRGN090	SRST2_20160428	NC_019033	NC_019033	85.214	238.696	320snp16indel6259holes	edge0.0	0.886	42379	0.5	993	01584	no
11A14CRGN090	SRST2_20160428	NC_014208	NC_014208	81.091	266.965	67snp9indel10326holes		0.151	54641	0.5	868	01087	no
11A14CRGN090	SRST2_20160428	NZ_CP012143	NZ_CP012143	80.008	244.582	328snp42indel8390holes		0.976	42002	0.5	999	01586	no
11A14CRGN090	SRST2_20160428	NC_021660	NC_021660	90.182	162.825	463snp22indel5347holes		0.94	54605	0.5	869	01086	no
11A14CRGN090	SRST2_20160428	NC_019098	NC_019098	83.991	239.479	301snp12indel6319holes	edge0.0	0.907	39510	0.5	1024	00864	no
11A14CRGN090	SRST2_20160428	NC_024967	NC_024967	84.635	214.334	314snp7indel11182holes	edge1.0	0.51	72800	0.5	686	00134	no
11A14CRGN090	SRST2_20160428	NC_025019	NC_025019	81.385	244.099	125snp9indel12194holes		0.234	65549	0.496	782	00726	no
11A14CRGN090	SRST2_20160428	NC_019262	NC_019262	88.291	373.72	111snp9indel835holes		1.746	7191	0.19	1381	01537	no
11A14CRGN090	SRST2_20160428	NC_022375	NC_022375	75.973	257.856	54snp6indel14269holes		0.12	59395	0.497	829	00584	no
11A14CRGN090	SRST2_20160428	NZ_CP009864	NZ_CP009864	95.955	220.541	80snp7indel2526holes		0.133	62589	0.497	809	00357	no
11A14CRGN090	SRST2_20160428	NC_011207	NC_011207	99.987	555.822	3snp1indel		0.039	7621	0.188	1362	01827	no
11A14CRGN090	SRST2_20160428	NC_020088	NC_020088	79.161	343.705	120snp8indel10655holes		0.296	51160	0.5	912	00820	no
11A14CRGN090	SRST2_20160428	NZ_CP011626	NZ_CP011626	81.478	481.276	90snp10indel1204holes	edge0.0	1.687	6538	0.5	1414	01296	no
11A14CRGN090	SRST2_20160428	NZ_CP014524	NZ_CP014524	99.988	255.098	76snp9indel		0.154	49467	0.496	925	00705	no
11A14CRGN091-org1	SRST2_20160428	NC_019151	NC_019151	99.959	93.177	2snp4indel		0.02	9803	0.125	1268	01147	no
N15-00551	SRST2_20160428	NZ_CP011979	NZ_CP011979	96.4	316.071	51snp1indel728holes		0.262	20222	0.5	1165	01780	no
N15-00551	SRST2_20160428	NZ_CP006919	NZ_CP006919	98.659	211.196	34snp339holes	edge2.0	0.136	25284	0.5	1140	00240	no
N15-00551	SRST2_20160428	NC_019151	NC_019151	99.959	113.502	3snp4indel		0.031	9803	0.125	1268	01147	no
N15-00551	SRST2_20160428	NC_009649	NC_009649	93.483	222.307	215snp13indel11459holes		0.131	175879	0.498	155	00444	no
N15-00551	SRST2_20160428	NC_019152	NC_019152	99.622	131.649	42snp80holes		0.199	21138	0.496	1162	01785	no
N15-00551	SRST2_20160428	NZ_CP011988	NZ_CP011988	100.0	293.276	1snp		0.007	13841	0.428	1213	00771	no
N15-00551	SRST2_20160428	NZ_CP006663	NZ_CP006663	78.419	230.407	343snp21indel25403holes		0.371	117755	0.5	335	01454	no
N15-00551	SRST2_20160428	NC_019384	NC_019384	100.0	215.626	28snp3indel		0.053	53286	0.494	889	01104	no
N15-00551	SRST2_20160428	NZ_CP011983	NZ_CP011983	100.0	238.661	25snp		0.058	43380	0.495	986	01717	no
N15-00551	SRST2_20160428	NZ_CP011990	NZ_CP011990	93.727	227.97	217snp16indel10191holes		0.142	162533	0.498	190	00932	no
N15-00551	SRST2_20160428	NC_019157	NC_019157	100.0	239.562	10snp		0.023	43380	0.498	984	01719	no
N15-00551	SRST2_20160428	NZ_CP006928	NZ_CP006928	98.842	212.526	28snp1indel164holes	edge2.0	0.199	14249	0.5	1202	00892	no
N15-00551	SRST2_20160428	NZ_CP008930	NZ_CP008930	95.632	228.009	235snp11indel8189holes		0.131	187571	0.5	133	01475	no
N15-00551	SRST2_20160428	NC_019159	NC_019159	100.0	293.944	2snp		0.015	13636	0.43	1216	00774	no
N15-00551	SRST2_20160428	NZ_CP008799	NZ_CP008799	99.998	266.879	26snp1indel		0.045	58050	0.495	846	00822	no
N15-00551	SRST2_20160428	NZ_CP011977	NZ_CP011977	85.178	241.516	435snp16indel32430holes		0.233	218836	0.5	92	00055	no
N15-00551	SRST2_20160428	NC_020552	NC_020552	80.242	261.071	54snp9indel10670holes		0.125	54038	0.5	876	01215	no
N15-00551	SRST2_20160428	NC_022740	NC_022740	86.76	242.994	40snp6124holes		0.1	46253	0.5	953	01343	no
N15-00551	SRST2_20160428	NC_019161	NC_019161	100.0	207.729	8snp		0.019	42447	0.489	992	01585	no
N15-00551	SRST2_20160428	NC_021666	NC_021666	100.0	286.908	1snp		0.007	14709	0.43	1195	00087	no
N15-00551	SRST2_20160428	NZ_CP014006	NZ_CP014006	86.729	242.43	38snp6126holes		0.095	46161	0.494	957	01347	no
N15-00551	SRST2_20160428	NZ_CP012990	NZ_CP012990	86.733	242.577	37snp6124holes		0.092	46161	0.5	956	01348	no
N15-00551	SRST2_20160428	NC_019165	NC_019165	77.714	227.077	144snp8indel24009holes		0.172	107748	0.5	406	00149	no
N15-00551	SRST2_20160428	NC_023905	NC_023905	98.323	190.916	154snp7indel1943holes		0.135	116047	0.5	347	00004	no
N15-00551	SRST2_20160428	NC_020132	NC_020132	98.532	211.729	173snp13indel2422holes		0.106	165295	0.498	187	01079	no
N15-00551	SRST2_20160428	NC_021656	NC_021656	100.0	195.078	24snp		0.049	48790	0.498	933	00576	no
N15-00551	SRST2_20160428	NZ_CP011991	NZ_CP011991	99.999	187.092	122snp3indel		0.107	113638	0.5	364	00296	no
N15-00551	SRST2_20160428	NZ_CP010395	NZ_CP010395	100.0	238.489	24snp		0.055	43380	0.494	985	01720	no
N15-00551	SRST2_20160428	NC_023903	NC_023903	99.998	187.2	121snp4indel		0.106	113640	0.5	363	00299	no
N15-00551	SRST2_20160428	NZ_CP011577	NZ_CP011577	98.136	231.644	168snp10indel2431holes		0.131	130719	0.5	287	01691	no
N15-00551	SRST2_20160428	NZ_CP009873	NZ_CP009873	100.0	293.324	1snp		0.007	13841	0.412	1212	00770	no
N15-00551	SRST2_20160428	NC_025130	NC_025130	81.71	262.375	56snp1indel9718holes		0.129	53134	0.5	891	01228	no
N15-00551	SRST2_20160428	NC_021655	NC_021655	99.999	187.274	81snp5indel		0.104	78227	0.5	632	00772	no
N15-00551	SRST2_20160428	NZ_CP010394	NZ_CP010394	100.0	293.629	1snp		0.007	13841	0.428	1211	00893	no
N15-00551	SRST2_20160428	NZ_CP008798	NZ_CP008798	76.27	269.305	199snp15indel20275holes		0.305	85473	0.5	582	01520	no
N15-00551	SRST2_20160428	NZ_CP011993	NZ_CP011993	100.0	292.949	1snp		0.007	13841	0.428	1214	00896	no
N15-00551	SRST2_20160428	NC_024992	NC_024992	78.133	221.197	370snp17indel39835holes		0.26	182204	0.5	141	00567	no
N15-00551	SRST2_20160428	NC_011382	NC_011382	100.0	219.447	3snp		0.013	23753	0.428	1155	00380	no
N15-00551	SRST2_20160428	NZ_CP011987	NZ_CP011987	97.599	246.847	45snp3indel1776holes		0.062	74026	0.495	675	01282	no
N15-00551	SRST2_20160428	NZ_CP012995	NZ_CP012995	94.001	221.153	40snp2464holes		0.104	41072	0.495	1008	00635	no
N15-00551	SRST2_20160428	NZ_CP006927	NZ_CP006927	97.435	216.575	174snp8indel3659holes		0.125	142788	0.496	244	00188	no
N15-00551	SRST2_20160428	NZ_CP008800	NZ_CP008800	96.154	217.53	206snp14indel7489holes		0.11	194877	0.498	124	01592	no
N15-00551	SRST2_20160428	NZ_CP012884	NZ_CP012884	83.927	179.947	1032snp99indel31279holes		0.631	194742	0.5	125	01593	no
N15-00551	SRST2_20160428	NZ_CP008829	NZ_CP008829	92.133	214.516	214snp15indel19173holes		0.095	243824	0.5	71	01122	no
N15-00551	SRST2_20160428	NC_021654	NC_021654	99.013	200.13	151snp13indel2422holes		0.062	245869	0.498	70	01123	no
N15-00551	SRST2_20160428	NZ_CP009777	NZ_CP009777	96.828	219.71	196snp11indel6728holes		0.095	212192	0.498	101	00039	no
N15-00551	SRST2_20160428	NC_015154	NC_015154	76.433	171.069	1168snp49indel22513holes	edge0.0	1.598	95626	0.5	483	00921	no
N15-00551	SRST2_20160428	NZ_CP010393	NZ_CP010393	98.832	220.28	182snp10indel2422holes		0.089	207543	0.498	107	00041	no
N15-00551	SRST2_20160428	NC_025167	NC_025167	99.999	193.832	113snp3indel		0.114	99142	0.5	456	01548	no
N15-00551	SRST2_20160428	NC_018953	NC_018953	98.225	204.914	6snp1indel164holes		0.066	9294	0.106	1284	00115	no
N15-00551	SRST2_20160428	NC_009793	NC_009793	98.225	205.412	5snp1indel164holes		0.055	9294	0.106	1283	00120	no
N15-00551	SRST2_20160428	NZ_CP009778	NZ_CP009778	98.887	284.953	1snp170holes	edge0.0	0.007	15271	0.408	1188	01753	no
N15-00551	SRST2_20160428	NZ_CP011982	NZ_CP011982	98.918	263.42	31snp130indel547holes		0.061	51662	0.494	903	00944	no
N15-00551	SRST2_20160428	NC_019155	NC_019155	99.579	196.56	150snp15indel479holes		0.131	115300	0.498	354	01672	no
N15-00551	SRST2_20160428	NC_009650	NC_009650	98.018	203.733	271snp10indel2126holes		0.257	107576	0.5	409	00159	no
N15-00551	SRST2_20160428	NZ_CP009115	NZ_CP009115	77.315	170.623	943snp26indel26769holes		1.033	118061	0.5	332	01461	no
N15-00551	SRST2_20160428	NZ_CP011981	NZ_CP011981	98.143	210.503	139snp8indel2422holes		0.108	130552	0.5	290	00020	no
N15-00551	SRST2_20160428	NC_025187	NC_025187	99.999	195.481	123snp5indel		0.107	114464	0.5	358	01678	no
N15-00592	SRST2_20160428	NC_019151	NC_019151	99.949	97.122	1snp5indel		0.01	9803	0.155	1268	01147	no
N15-00592	SRST2_20160428	NZ_CP006663	NZ_CP006663	78.767	140.004	665snp21indel24989holes		0.717	117755	0.5	335	01454	no
N15-00592	SRST2_20160428	NZ_CP006924	NZ_CP006924	75.167	205.404	48snp6indel2709holes	edge0.0	0.584	10925	0.5	1243	01220	no
N15-00592	SRST2_20160428	NC_015515	NC_015515	77.308	214.446	16snp1indel2381holes	edge0.0	0.197	10497	0.5	1255	01315	no
N15-00592	SRST2_20160428	NC_020280	NC_020280	86.4	509.933	8snp2indel682holes	edge0.0	0.184	5022	0.38	1566	01709	no
N15-00592	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	910.525			0.0	2219	0.171	1769	00229	no
11A14CRGN015	SRST2_20160428	NC_019151	NC_019151	99.959	47.315	2snp4indel		0.02	9803	0.179	1268	01147	no
11A14CRGN015	SRST2_20160428	NZ_CP011599	NZ_CP011599	79.881	116.972	850snp27indel16681holes		1.282	82986	0.5	601	00881	no
11A14CRGN015	SRST2_20160428	NZ_CP011632	NZ_CP011632	83.696	115.544	860snp26indel13624holes		1.228	83652	0.5	594	01395	no
11A14CRGN015	SRST2_20160428	NZ_CP011593	NZ_CP011593	83.226	136.436	815snp26indel11544holes		1.421	68910	0.5	746	00971	no
11A14CRGN015	SRST2_20160428	NZ_CP006663	NZ_CP006663	80.988	108.762	633snp23indel22376holes		0.664	117755	0.5	335	01454	no
11A14CRGN015	SRST2_20160428	NZ_CP011609	NZ_CP011609	85.097	116.524	833snp26indel10508holes	edge0.0	1.386	70610	0.5	705	01489	no
11A14CRGN015	SRST2_20160428	NC_019056	NC_019056	75.944	164.305	11snp1indel2381holes		0.146	9902	0.475	1265	01156	no
11A14CRGN015	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.815	184.213	773snp19indel17829holes		1.235	80411	0.5	620	00647	no
11A14CRGN015	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	654.295			0.0	2219	0.398	1769	00229	no
11A14CRGN015	SRST2_20160428	NC_024997	NC_024997	94.882	178.168	368snp8indel4600holes		0.431	89977	0.5	540	00262	no
11A14CRGN015	SRST2_20160428	NC_015515	NC_015515	77.403	112.515	17snp4indel2369holes	edge0.0	0.209	10497	0.477	1255	01315	no
11A14CRGN015	SRST2_20160428	NC_004464	NC_004464	75.478	147.7	722snp24indel21923holes		1.069	89468	0.5	546	00264	no
11A14CRGN015	SRST2_20160428	NZ_CP011614	NZ_CP011614	79.833	163.435	878snp26indel18558holes		1.194	92095	0.5	523	00520	no
11A14CRGN015	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.228	124.157	807snp15indel15811holes		1.504	69471	0.5	739	01642	no
11A14CRGN015	SRST2_20160428	NC_010499	NC_010499	83.292	111.221	5snp1144holes	edge0.0	0.088	6847	0.434	1400	01407	no
11A14CRGN015	SRST2_20160428	NC_019154	NC_019154	81.041	107.874	543snp17indel11724holes		1.083	61881	0.5	815	00472	no
11A14CRGN015	SRST2_20160428	NC_020280	NC_020280	84.687	488.801	3snp2indel768holes	edge0.0	0.071	5022	0.373	1566	01709	no
11A14CRGN015	SRST2_20160428	NZ_CP014698	NZ_CP014698	84.102	114.354	1159snp80indel15893holes		1.375	100196	0.5	449	01413	no
11A14CRGN015	SRST2_20160428	NC_011641	NC_011641	85.948	101.036	709snp26indel9543holes	edge0.5	1.212	68018	0.5	757	00847	no
11A14CRGN015	SRST2_20160428	NC_019346	NC_019346	81.569	93.289	762snp26indel12247holes	edge1.0	1.404	66531	0.5	772	01113	no
11A14CRGN015	SRST2_20160428	NZ_CP009857	NZ_CP009857	79.407	166.058	769snp19indel15965holes		1.248	77575	0.5	639	00779	no
11A14CRGN015	SRST2_20160428	NC_019368	NC_019368	85.823	150.527	747snp25indel12422holes		0.992	87731	0.5	563	01748	no
11A14CRGN015	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.684	169.618	736snp22indel18002holes		1.242	77248	0.5	642	01443	no
11A14CRGN015	SRST2_20160428	NC_019889	NC_019889	75.872	147.384	662snp20indel21022holes		1.001	87185	0.5	567	01752	no
11A14CRGN015	SRST2_20160428	NC_019062	NC_019062	76.183	147.211	49snp3indel7146holes	edge0.0	0.214	30016	0.487	1109	00796	no
11A14CRGN015	SRST2_20160428	NC_023330	NC_023330	76.417	233.43	223snp16indel10808holes		0.636	45867	0.5	960	01205	no
11A14CRGN015	SRST2_20160428	NZ_CP006924	NZ_CP006924	75.295	108.06	47snp7indel2694holes	edge0.0	0.571	10925	0.474	1243	01220	no
11A14CRGN015	SRST2_20160428	NC_021488	NC_021488	82.391	118.951	490snp18indel11012holes	del2	0.95	62592	0.5	808	00358	no
11A14CRGN015	SRST2_20160428	NC_005246	NC_005246	83.121	89.59	873snp17indel10142holes		1.746	60145	0.5	825	00586	no
11A14CRGN015	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.65	126.594	502snp12indel11020holes		0.956	63543	0.5	801	00361	no
11A14CRGN015	SRST2_20160428	NC_023027	NC_023027	82.645	126.568	493snp23indel11028holes		0.938	63578	0.5	800	00362	no
11A14CRGN015	SRST2_20160428	NZ_CP011640	NZ_CP011640	82.083	102.298	833snp23indel13085holes		1.388	73100	0.5	683	00137	no
11A14CRGN015	SRST2_20160428	NC_025134	NC_025134	81.564	121.393	582snp16indel16661holes		0.789	90439	0.5	538	00415	no
11A14CRGN027	SRST2_20160428	NZ_CP007733	NZ_CP007733	78.729	126.243	819snp20indel17093holes		1.293	80411	0.5	620	00647	no
11A14CRGN027	SRST2_20160428	NZ_CP011599	NZ_CP011599	80.996	107.984	901snp26indel15755holes		1.34	82986	0.5	601	00881	no
11A14CRGN027	SRST2_20160428	NZ_CP011632	NZ_CP011632	84.158	103.714	898snp26indel13236holes		1.275	83652	0.5	594	01395	no
11A14CRGN027	SRST2_20160428	NZ_CP011593	NZ_CP011593	83.483	122.629	798snp26indel11366holes		1.387	68910	0.5	746	00971	no
11A14CRGN027	SRST2_20160428	NZ_CP011609	NZ_CP011609	85.933	114.412	825snp26indel9917holes	edge0.0	1.359	70610	0.5	705	01489	no
11A14CRGN027	SRST2_20160428	NC_019151	NC_019151	99.959	117.364	2snp4indel		0.02	9803	0.124	1268	01147	no
11A14CRGN027	SRST2_20160428	NZ_CP012166	NZ_CP012166	76.881	137.556	79snp8indel626holes		3.764	2725	0.5	1735	01667	no
11A14CRGN027	SRST2_20160428	NC_024997	NC_024997	93.93	131.317	438snp5indel5460holes		0.518	89977	0.5	540	00262	no
11A14CRGN027	SRST2_20160428	NC_015515	NC_015515	98.828	86.249	32snp2indel123holes		0.308	10497	0.5	1255	01315	no
11A14CRGN027	SRST2_20160428	NZ_CP011614	NZ_CP011614	80.468	123.711	928snp27indel17971holes		1.252	92095	0.5	523	00520	no
11A14CRGN027	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.687	104.672	808snp17indel15490holes		1.497	69471	0.5	739	01642	no
11A14CRGN027	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	336.126	5snp1indel		0.201	2493	0.493	1754	00096	no
11A14CRGN027	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	325.626	6snp2indel		0.24	2496	0.459	1753	00097	no
11A14CRGN027	SRST2_20160428	NC_019154	NC_019154	81.985	114.244	538snp13indel11142holes		1.06	61881	0.5	815	00472	no
11A14CRGN027	SRST2_20160428	NC_020280	NC_020280	82.616	269.189	9snp3indel871holes	edge0.0	0.217	5022	0.484	1566	01709	no
11A14CRGN027	SRST2_20160428	NC_013780	NC_013780	98.179	217.805	50snp23indel64holes		1.383	3680	0.493	1673	01272	no
11A14CRGN027	SRST2_20160428	NZ_CP014698	NZ_CP014698	84.375	111.804	1202snp79indel15618holes		1.421	100196	0.5	449	01413	no
11A14CRGN027	SRST2_20160428	NC_011641	NC_011641	86.158	101.83	699snp26indel9401holes	edge0.0	1.192	68018	0.5	757	00847	no
11A14CRGN027	SRST2_20160428	NC_019346	NC_019346	83.54	107.976	801snp35indel10928holes	edge2.0	1.441	66531	0.5	772	01113	no
11A14CRGN027	SRST2_20160428	NZ_CP009857	NZ_CP009857	79.942	120.569	808snp20indel15549holes		1.303	77575	0.5	639	00779	no
11A14CRGN027	SRST2_20160428	NC_019368	NC_019368	81.8	124.097	771snp24indel15954holes		1.074	87731	0.5	563	01748	no
11A14CRGN027	SRST2_20160428	NZ_CP009852	NZ_CP009852	77.652	121.345	765snp19indel17256holes		1.275	77248	0.5	642	01443	no
11A14CRGN027	SRST2_20160428	NC_019889	NC_019889	75.132	121.468	661snp16indel21671holes		1.009	87185	0.5	567	01752	no
11A14CRGN027	SRST2_20160428	NC_010499	NC_010499	83.204	111.658	1snp1150holes	edge0.0	0.018	6847	0.308	1400	01407	no
11A14CRGN027	SRST2_20160428	NC_023330	NC_023330	75.42	111.92	325snp10indel11270holes	edge2.0	0.939	45867	0.5	960	01205	no
11A14CRGN027	SRST2_20160428	NZ_CP006924	NZ_CP006924	76.641	11.707	88snp13indel2543holes	edge0.0	1.05	10925	0.5	1243	01220	no
11A14CRGN027	SRST2_20160428	NC_021488	NC_021488	83.539	115.88	495snp13indel10296holes	del1	0.947	62592	0.5	808	00358	no
11A14CRGN027	SRST2_20160428	NC_005246	NC_005246	82.703	95.622	869snp17indel10392holes		1.747	60145	0.5	825	00586	no
11A14CRGN027	SRST2_20160428	NZ_CP015075	NZ_CP015075	83.587	114.753	512snp10indel10425holes		0.964	63543	0.5	801	00361	no
11A14CRGN027	SRST2_20160428	NC_023027	NC_023027	83.579	114.669	507snp19indel10437holes		0.954	63578	0.5	800	00362	no
